,Movie,Year,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings
1315,RDX Love,2019.0,A,Drama            ,    RDX Love talks about Alivelu (Payal) who takes charge of a village and solves their issues against all odds.,145,3.2,56
1316,Rajdooth,2019.0,,Drama            ,"    A 25-year-old rouge's quest for an old Rajdooth bike. He, along with his friend backtrack the lost bike from Pochampally to Khammam to various other places in Andhra Pradesh and in the ...                See full summary »",130,6.7,56
1317,Classmates,2007.0,U,"Drama, Mystery, Romance            ","    A group of friends meet after years at their college reunion, where unresolved issues from their past are brought to the fore",156,6.1,56
1318,Oka Radha Iddaru Krishnulu,1986.0,U,"Comedy, Drama, Romance            ",nan,0,6.8,56
1319,Sri Kanaka Mahalakshmi Recording Dance Troupe,1987.0,U,"Musical, Comedy, Drama            ",nan,0,7.6,56
1320,Sri Krishnarjuna Yudham,1963.0,U,"Drama, Fantasy, History            ","    After vanquishing the army of the Kauravas, the Pandava Brothers preside over Indraprastha, and Arjun takes a journey to worship Lord Shiva. It is during this journey that he will challenge...                See full summary »",174,8.1,56
1321,Rambantu,1996.0,U,"Family, Musical            ",nan,0,7.3,56
1322,Intlo Dayyam Nakemi Bhayam,2016.0,,"Comedy, Horror            ",nan,0,4.7,55
1323,Amrutham Chandamama Lo,2014.0,,"Adventure, Comedy, Fantasy            ","    Amrutham Chandamama Lo is inspired from popular sitcom Amrutham which narrates the rags to riches tale of two friends, Amrutham (Srinivas Avasarala) and Anji (Harish). After numerous ...                See full summary »",139,7.3,55
1324,Nirmala Convent,2016.0,UA,Romance            ,"    In this youthful romance, veteran actor Nagarjuna introduces a new actor to Tollywood.",152,6.2,55
1325,Gruha Pravesam,1982.0,,Family            ,nan,0,8.2,55
1326,Beach Road Chetan,2019.0,A,"Action, Drama, Sci-Fi            ","    When a happy-go-lucky kind of a guy chances upon a mysterious iPhone, his life turns topsy-turvy to unexpected consequences.",137,7.9,55
1327,Undiporaadhey,2019.0,,Romance            ,    This is a periodical love story based on real-life true events happened during the 1980s. The film revolves around a girl and a boy who meet at college admissions after that their love ...                See full summary »,0,7.2,55
1328,Sardar Dharmanna,1987.0,,Drama            ,nan,120,8.4,55
1329,Biwi No. 2,2000.0,,Romance            ,"    Vishal comes from an upper-class family. As he is of marriageable age, his parents want him to get married. Vishal meets with Archana and both fall in love. The respective parents of both ...                See full summary »",0,5.8,55
1330,Muddula Mavayya,1989.0,,"Action, Drama            ","    Raja after knowing that his sister is killed by her husband and father in law, decides to take revenge on them.",142,7.8,55
1331,Parugo Parugu,1993.0,U,"Comedy, Crime            ",nan,0,6.8,55
1332,Top Hero,1994.0,,Drama            ,nan,0,6.2,55
1333,Allari Priyudu,1993.0,U,"Drama, Romance            ",nan,141,6.7,55
1334,Jebu Donga,1987.0,U,"Action, Comedy, Crime            ",    Does an CBI ploy to use a petty yet sturdy pickpocket as an undercover come to fruition?,143,7.3,55
1335,Devatha,1982.0,U,"Drama, Romance            ",nan,180,7.7,55
1336,Thayillamal Nannilai,1979.0,U,"Action, Drama            ","    Pushpa a captive, quite, simple and beautiful young woman is settled in a quite neighborhood with her father. Pushpa is quite an anxious woman to marry since she has acquire the age. Seeing...                See full summary »",135,6.5,55
1337,Nandini Nursing Home,2016.0,,Comedy            ,"    A young doctor, a patient in a coma, and the manager of a nursing home negotiate a series of hilarious events.",152,7.2,54
1338,Nenu,2004.0,,nan,"    Neelo nenu is a 2004 Indian Telugu Movie directed by E. Sathibabu. Produced by Sambhavu Ratna. film Star cast Allari Naresh, Veda, Abhishek. in lead roles. the film has music by Yash Nanda.",72,6.5,54
1339,Muddula Mogudu,1997.0,,Drama            ,nan,0,7.0,54
1340,Dhairyam,2005.0,,Romance            ,nan,0,3.8,54
1341,Pravarakyudu,2009.0,,Family            ,"    Sasi (Jagapathi Babu) and Sailaja (Priyamani) who think are in love during their college separate ways as their ideologies don't meet. Ten years later, Sasi returns to India and tries to win back her love.",154,5.7,54
1342,Choosi Choodangaane,2020.0,UA,Romance            ,"    The film portrays Siddu's life through the years, falling in love with Aishwarya for the first time while in college, and later meeting Shruti, a drummer, alongside his struggle to become a fashion photographer.",113,7.1,54
1343,Burra katha,2019.0,U/A,"Comedy, Romance            ",    Abhi and Ram are two personalities in the same body whose lives get complicated when Abhi falls in love with Happy.,150,5.1,54
1344,Mayabazaar,2006.0,U,"Comedy, Family            ","    Myth, Magic and Money play some interesting twists in the life of a couple.",150,6.7,54
1345,Panduranga Mahatyam,1957.0,U,"Drama, History, Musical            ","    Pundarika a young man who is an atheist, neglects his parents and enjoys all the pleasures. Later after loosing his legs, he realizes the true value of his parents and life and comes back to them with repentance.",0,8.2,54
1346,Ankuram,1993.0,A,Drama            ,    The story of a woman trying to return the child of a naxalite to him.,131,7.9,54
1347,Manthrigari Viyyankudu,1983.0,U,"Action, Comedy, Drama            ",nan,0,7.3,54
1348,365 Days,2015.0,,"Drama, Romance            ",    This film tracks a hasty marriage through its first 365 days.,110,5.3,53
1349,Maa Alludu Verygood,2003.0,,Romance            ,nan,0,5.9,53
1350,Nampalli Nagu,1986.0,,nan,nan,0,8.5,53
1351,Sambaram,2003.0,,Drama            ,nan,0,5.8,53
1352,Kurukshetramu,1977.0,U,"Musical, Drama, Action            ",    Mahabharatha in a nutshell.,0,8.2,53
1353,Chanakya Chandragupta,1977.0,U,"Action, Drama, History            ",    The story of the courageous king ' Chandragupta ' of the mourya dynasty.,178,7.1,53
1354,Parthal Pasi Theerum,1962.0,U,"Drama, War            ","    Believing his wife to be dead, a soldier with the British-Indian army marries another woman and moves on. But what happens when he discovers that his wife is actually alive?",159,7.8,53
1355,Krishnashtami,2016.0,,"Action, Comedy, Romance            ","    Krishnashtami tells the story of an NRI who returns to India with a definite purpose. This romantic entertainer is told with large doses of comedy, romance and family values.",160,5.2,52
1356,Malaikottai,2007.0,U,Action            ,    Anbu gets into a fracas with a local politician and his comic henchmen while trying to save a friend and is arrested.,144,5.2,52
1357,Thakita Thakita,2010.0,UA,"Drama, Romance            ",nan,138,6.5,52
1358,Inkosari,2010.0,,Drama            ,nan,0,6.5,52
1359,Kalusukovalani,2002.0,U,Romance            ,nan,0,6.6,52
1360,Raam,2006.0,,Drama            ,nan,0,4.3,52
1361,Neeku Nenu Naaku Nuvvu,2003.0,,Drama            ,nan,0,4.8,52
1362,Golmaal Govindam,1992.0,U,"Comedy, Drama            ","    A trickster blackmails a trio of men, all of whom ill-treated a woman.",128,7.2,52
1363,Taskara,2015.0,U,Thriller            ,    A mysterious hacker steals 10 trillion rupees from the central bank of his country.,104,6.2,51
1364,SMS - Siva Manasulo Sruthi,2012.0,,Comedy            ,"    Shiva (Sudheer Babu) is a carefree young man who works in a courier company as a delivery boy. During a train journey, he comes across Shruti (Regina), who works as a radio jockey. Shiva ...                See full summary »",0,6.5,51
1365,Nammanna,2005.0,UA,"Action, Drama            ",nan,0,6.3,51
1366,Neeku Naaku Dash Dash,2012.0,,Thriller            ,nan,165,6.4,51
1367,Sneha Geetham,2010.0,,Drama            ,nan,0,6.4,51
1368,Baachi,2000.0,,Action            ,nan,0,4.7,51
1369,Ammo Bomma,2001.0,,"Comedy, Horror, Thriller            ","    While dying in a shootout, a gangster transfers his soul into a ventriloquist's doll. After resurrecting, he tries to find a way to turn into a human again.",0,6.1,51
1370,Swagatam,2008.0,,Drama            ,nan,0,5.8,51
1371,Evadithe Nakenti,2007.0,U,"Action, Crime, Drama            ",    An army officer endangers his life and alienates himself from his family when he decides to fight corruption.,0,6.5,51
1372,Mosagalaku Mosagaadu,1971.0,,Adventure            ,"    In this pseudo-western set in Andhra Pradesh, India, the core plot of The Good, the Bad and the Ugly (1966) exists alongside filler melodrama and colorful cowboy paraphernalia.",0,8.3,51
1373,Kalyana Ramudu,2003.0,,nan,nan,0,6.9,51
1374,Chinnabbayi,1997.0,U,"Drama, Action, Romance            ",nan,0,5.2,51
1375,Ugranarasimham,1986.0,,nan,nan,0,8.6,51
1376,Paramanandayya Shishyula Katha,1966.0,U,"Drama, Musical            ","    After an angel puts a curse on the disciples of a sage, he retaliates by putting a curse on her. When she comes to earth, the curse activates and she loses her memory.",0,8.1,51
1377,Adhugo,2018.0,UA,Drama            ,"    Bunty, the little pink piglet is the apple of Chanti's (Sathwik) eye. But what happens when this innocent little creature is embroiled with people who each have their own agenda to seek?",110,6.1,50
1378,Seethamma Andalu Ramayya Sitralu,2016.0,,"Comedy, Romance            ","    Sri Ram (Raj Tarun) is a young village guy, who starts loving a girl Seetha mahalakshmi (Arthana Binu) from young age. Sri Ram remains in the village, Seetha goes to the city for higher ...                See full summary »",0,4.2,50
1379,Run,,U,"Action, Drama, Romance            ","    Sanju, a jobless computer engineer, who has to pay his debt to 'Vaddi' Raja, an unkind money lender, elopes with his lover Ammu as her father refuses to get her married to the jobless Sanju.",110,5.4,50
1380,Raaj,2011.0,UA,"Drama, Romance            ",    Raaj reluctantly marries Mythili after the woman that he actually loves mysteriously disappears from his life.,155,4.6,50
1381,Takkari,2007.0,,Comedy            ,nan,0,4.5,50
1382,Victory,2008.0,,"Action, Drama            ","    Nitin plays the role of a vibrant, energetic youngster who is also a well responsible boy. The film throws light on the dreadedLand Mafia. Nitin who fight against them at last wins over ...                See full summary »",143,4.3,50
1383,Screenplay of an Indian Love Story,2020.0,A,Drama            ,"    An immensely successful film director is getting ready for his latest release when he gets the shock of his life - his wife wants a divorce. He places a condition before her, that the two ...                See full summary »",129,8.9,50
1384,Chal Mohana Ranga,1978.0,,Drama            ,"    Chal Mohana Ranga is a 1988 Indian Telugu film, directed by B. Bhaskara Rao and produced by P.Thrinadha Rao. The film stars Krishna, Deepa and Mohan Babu in lead roles. Music of the film was composed by B.Shankar Rao.",129,8.2,50
1385,Andha Oru Nimidam,1985.0,,"Action, Crime, Drama            ","    Kamal comes forward to represent Vasanthi's grandfather on charges of murder. The elder man was framed by his employer, Mr. Rajshekhar, who had killed his own partner. Kamal comes to know ...                See full summary »",144,7.0,50
